"OTU","p.value","adj.p.value"
"ASV6597",1,1
"ASV6598",1,1
"ASV6599",1,1
"ASV66",1,1
"ASV6600",1,1
"ASV6601",1,1
"ASV6602",1,1
"ASV6603",1,1
"ASV6604",1,1
"ASV6605",1,1
"ASV6606",1,1
"ASV6607",1,1
"ASV6608",1,1
"ASV6609",1,1
"ASV661",1,1
"ASV6610",1,1
"ASV6611",1,1
"ASV6612",1,1
"ASV6614",1,1
"ASV6615",1,1
"ASV6617",1,1
"ASV6618",1,1
"ASV6619",1,1
"ASV662",1,1
"ASV6620",1,1
"ASV6621",1,1
"ASV6622",1,1
"ASV6623",1,1
"ASV6624",1,1
"ASV6625",1,1
"ASV6627",1,1
"ASV6628",1,1
"ASV6629",1,1
"ASV663",1,1
"ASV6630",1,1
"ASV6631",1,1
"ASV6632",1,1
"ASV6633",1,1
"ASV6634",1,1
"ASV6635",1,1
"ASV6636",1,1
"ASV6637",1,1
"ASV6638",1,1
"ASV6639",1,1
"ASV664",NA,NA
"ASV6640",1,1
"ASV6641",1,1
"ASV6642",1,1
"ASV6643",1,1
"ASV6644",1,1
"ASV6645",1,1
"ASV6646",1,1
"ASV6647",1,1
"ASV6649",1,1
"ASV665",1,1
"ASV6650",1,1
"ASV6651",1,1
"ASV6652",1,1
"ASV6653",1,1
"ASV6654",1,1
"ASV6655",1,1
"ASV6656",1,1
"ASV6658",1,1
"ASV6659",1,1
"ASV6660",1,1
"ASV6661",1,1
"ASV6663",1,1
"ASV6664",1,1
"ASV6665",1,1
"ASV6666",1,1
"ASV6667",1,1
"ASV6668",1,1
"ASV6669",1,1
"ASV667",1,1
"ASV6670",1,1
"ASV6671",1,1
"ASV6672",1,1
"ASV6673",1,1
"ASV6675",1,1
"ASV6676",1,1
"ASV6677",1,1
"ASV6678",1,1
"ASV6679",1,1
"ASV668",NA,NA
"ASV6681",1,1
"ASV6682",1,1
"ASV6684",1,1
"ASV6685",1,1
"ASV6686",1,1
"ASV6687",1,1
"ASV6688",1,1
"ASV6689",1,1
"ASV669",1,1
"ASV6690",1,1
"ASV6691",1,1
"ASV6693",1,1
"ASV6694",1,1
"ASV6696",1,1
"ASV6697",1,1
"ASV6698",1,1
"ASV6699",1,1
"ASV67",1,1
"ASV670",NA,NA
"ASV6700",1,1
"ASV6702",1,1
"ASV6703",1,1
"ASV6704",1,1
"ASV6705",1,1
"ASV6706",1,1
"ASV6709",1,1
"ASV6710",1,1
"ASV6711",1,1
"ASV6712",1,1
"ASV6713",1,1
"ASV6714",1,1
"ASV6715",1,1
"ASV6716",1,1
"ASV6717",1,1
"ASV6718",1,1
"ASV6719",1,1
"ASV672",1,1
"ASV6721",1,1
"ASV6722",1,1
"ASV6723",1,1
"ASV6724",1,1
"ASV6725",1,1
"ASV6726",1,1
"ASV6727",1,1
"ASV6728",1,1
"ASV673",1,1
"ASV6731",1,1
"ASV6732",1,1
"ASV6734",1,1
"ASV6735",1,1
"ASV6736",1,1
"ASV6737",1,1
"ASV6738",1,1
"ASV6739",1,1
"ASV674",NA,NA
"ASV6740",1,1
"ASV6741",1,1
"ASV6742",1,1
"ASV6743",1,1
"ASV6744",1,1
"ASV6745",1,1
"ASV6746",1,1
"ASV6747",1,1
"ASV6748",1,1
"ASV6749",1,1
"ASV6750",1,1
"ASV6751",1,1
"ASV6752",1,1
"ASV6753",1,1
"ASV6756",1,1
"ASV6758",1,1
"ASV6759",1,1
"ASV676",1,1
"ASV6761",1,1
"ASV6762",1,1
"ASV6763",1,1
"ASV6764",1,1
"ASV6765",1,1
"ASV6766",1,1
"ASV6767",1,1
"ASV6768",1,1
"ASV677",1,1
"ASV6770",1,1
"ASV6771",1,1
"ASV6772",1,1
"ASV6773",1,1
"ASV6774",1,1
"ASV6776",1,1
"ASV6777",1,1
"ASV6778",1,1
"ASV6779",1,1
"ASV678",1,1
"ASV6780",1,1
"ASV6781",1,1
"ASV6782",1,1
"ASV6783",1,1
"ASV6784",1,1
"ASV6785",1,1
"ASV6786",1,1
"ASV6787",1,1
"ASV6788",1,1
"ASV6789",1,1
"ASV679",1,1
"ASV6790",1,1
"ASV6792",1,1
"ASV6793",1,1
"ASV6795",1,1
"ASV6796",1,1
"ASV6797",1,1
"ASV6798",1,1
"ASV6799",1,1
"ASV680",1,1
"ASV6800",1,1
"ASV6801",1,1
"ASV6802",1,1
"ASV6803",1,1
"ASV6804",1,1
"ASV6805",1,1
"ASV6806",1,1
"ASV6807",1,1
"ASV6808",1,1
"ASV6809",1,1
"ASV6810",1,1
"ASV6811",1,1
"ASV6812",1,1
"ASV6813",1,1
"ASV6814",1,1
"ASV6818",1,1
"ASV6819",1,1
"ASV682",1,1
"ASV6820",1,1
"ASV6821",1,1
"ASV6822",1,1
"ASV6823",1,1
"ASV6824",1,1
"ASV6825",1,1
"ASV6826",1,1
"ASV6828",1,1
"ASV6829",1,1
"ASV683",1,1
"ASV6830",1,1
"ASV6831",1,1
"ASV6832",1,1
"ASV6833",1,1
"ASV6834",1,1
"ASV6835",1,1
"ASV6836",1,1
"ASV6837",1,1
"ASV6838",1,1
"ASV6839",1,1
"ASV684",NA,NA
"ASV6840",1,1
"ASV6841",1,1
"ASV6842",1,1
"ASV6843",1,1
"ASV6844",1,1
"ASV6845",1,1
"ASV6846",1,1
"ASV6847",1,1
"ASV6848",1,1
"ASV6849",1,1
"ASV685",1,1
"ASV6850",1,1
"ASV6851",1,1
"ASV6852",1,1
"ASV6853",1,1
"ASV6855",1,1
"ASV6856",1,1
"ASV6857",1,1
"ASV6858",1,1
"ASV6859",1,1
"ASV686",1,1
"ASV6860",1,1
"ASV6862",1,1
"ASV6863",1,1
"ASV6864",1,1
"ASV6865",1,1
"ASV6866",1,1
"ASV6867",1,1
"ASV6868",1,1
"ASV6869",1,1
"ASV6870",1,1
"ASV6871",1,1
"ASV6872",1,1
"ASV6873",1,1
"ASV6874",1,1
"ASV6875",1,1
"ASV6878",1,1
"ASV6879",1,1
"ASV688",1,1
"ASV6880",1,1
"ASV6881",1,1
"ASV6882",1,1
"ASV6883",1,1
"ASV6884",1,1
"ASV6885",1,1
"ASV6886",1,1
"ASV6887",1,1
"ASV6889",1,1
"ASV689",1,1
"ASV6891",1,1
"ASV6892",1,1
"ASV6893",1,1
"ASV6894",1,1
"ASV6895",1,1
"ASV6896",1,1
"ASV6897",1,1
"ASV6898",1,1
"ASV6899",1,1
"ASV690",1,1
"ASV6900",1,1
"ASV6901",1,1
"ASV6902",1,1
"ASV6903",1,1
"ASV6904",1,1
"ASV6905",1,1
"ASV6906",1,1
"ASV6907",1,1
"ASV6908",1,1
"ASV6909",1,1
"ASV6910",1,1
"ASV6911",1,1
"ASV6912",1,1
"ASV6913",1,1
"ASV6914",1,1
"ASV6915",1,1
"ASV6916",1,1
"ASV6917",1,1
"ASV6918",1,1
"ASV6919",1,1
"ASV6920",1,1
"ASV6921",1,1
"ASV6922",1,1
"ASV6923",1,1
"ASV6925",1,1
"ASV6927",1,1
"ASV6928",1,1
"ASV6929",1,1
"ASV693",1,1
"ASV6931",1,1
"ASV6932",1,1
"ASV6933",1,1
"ASV6934",1,1
"ASV6936",1,1
"ASV6937",1,1
"ASV6938",1,1
"ASV6939",1,1
"ASV694",1,1
"ASV6940",1,1
"ASV6941",1,1
"ASV6942",1,1
"ASV6943",1,1
"ASV6945",1,1
"ASV6946",1,1
"ASV6948",1,1
"ASV6949",1,1
"ASV695",1,1
"ASV6950",1,1
"ASV6951",1,1
"ASV6952",1,1
"ASV6953",1,1
"ASV6954",1,1
"ASV6955",1,1
"ASV6956",1,1
"ASV6957",1,1
"ASV6958",1,1
"ASV6959",1,1
"ASV696",1,1
"ASV6961",1,1
"ASV6962",1,1
"ASV6963",1,1
"ASV6965",1,1
"ASV6966",1,1
"ASV6967",1,1
"ASV6969",1,1
"ASV697",1,1
"ASV6970",1,1
"ASV6971",1,1
"ASV6972",1,1
"ASV6974",1,1
"ASV6975",1,1
"ASV6976",1,1
"ASV6977",1,1
"ASV6978",1,1
"ASV6979",1,1
"ASV6980",1,1
"ASV6983",1,1
"ASV6984",1,1
"ASV6985",1,1
"ASV6986",1,1
"ASV6987",1,1
"ASV6988",1,1
"ASV699",NA,NA
"ASV6990",1,1
"ASV6991",1,1
"ASV6992",1,1
"ASV6993",1,1
"ASV6995",1,1
"ASV6996",1,1
"ASV6997",1,1
"ASV6999",1,1
"ASV70",1,1
"ASV700",1,1
"ASV7001",1,1
"ASV7002",1,1
"ASV7003",1,1
"ASV7004",1,1
"ASV7006",1,1
"ASV7007",1,1
"ASV7008",1,1
"ASV7009",1,1
"ASV701",1,1
"ASV7010",1,1
"ASV7011",1,1
"ASV7012",1,1
"ASV7014",1,1
"ASV7015",1,1
"ASV7016",1,1
"ASV7017",1,1
"ASV7019",1,1
"ASV702",1,1
"ASV7020",1,1
"ASV7021",1,1
"ASV7022",1,1
"ASV7023",1,1
"ASV7025",1,1
"ASV7027",1,1
"ASV7028",1,1
"ASV7029",1,1
"ASV7030",1,1
"ASV7031",1,1
"ASV7032",1,1
"ASV7033",1,1
"ASV7035",1,1
"ASV7036",1,1
"ASV7037",1,1
"ASV7039",1,1
"ASV704",NA,NA
"ASV7040",1,1
"ASV7041",1,1
"ASV7042",1,1
"ASV7043",1,1
"ASV7044",1,1
"ASV7045",1,1
"ASV7046",1,1
"ASV7047",1,1
"ASV7048",1,1
"ASV7049",1,1
"ASV705",NA,NA
"ASV7050",1,1
"ASV7051",1,1
"ASV7052",1,1
"ASV7053",1,1
"ASV7054",1,1
"ASV7055",1,1
"ASV7056",1,1
"ASV7057",1,1
"ASV7058",1,1
"ASV7059",1,1
"ASV706",1,1
"ASV7060",1,1
"ASV7061",1,1
"ASV7062",1,1
"ASV7067",1,1
"ASV7068",1,1
"ASV7069",1,1
"ASV707",1,1
"ASV7070",1,1
"ASV7071",1,1
"ASV7072",1,1
"ASV7079",1,1
"ASV708",1,1
"ASV7080",1,1
"ASV7081",1,1
"ASV7082",1,1
"ASV7083",1,1
"ASV7084",1,1
"ASV7085",1,1
"ASV7086",1,1
"ASV7087",1,1
"ASV7088",1,1
"ASV7089",1,1
"ASV709",NA,NA
"ASV7090",1,1
"ASV7091",1,1
"ASV7092",1,1
"ASV7093",1,1
"ASV7094",1,1
"ASV7095",1,1
"ASV7096",1,1
"ASV7097",1,1
"ASV7098",1,1
"ASV7099",1,1
"ASV71",1,1
"ASV710",1,1
"ASV7100",1,1
"ASV7101",1,1
"ASV7102",1,1
"ASV7104",1,1
"ASV7105",1,1
"ASV7106",1,1
"ASV7108",1,1
"ASV7109",1,1
"ASV711",1,1
"ASV7110",1,1
"ASV7111",1,1
"ASV7112",1,1
"ASV7113",1,1
"ASV7114",1,1
"ASV7115",1,1
"ASV7116",1,1
"ASV7117",1,1
"ASV7118",1,1
"ASV7119",1,1
"ASV712",1,1
"ASV7120",1,1
"ASV7121",1,1
"ASV7122",1,1
"ASV7124",1,1
"ASV7125",1,1
"ASV7126",1,1
"ASV7127",1,1
"ASV713",1,1
"ASV7130",1,1
"ASV7131",1,1
"ASV7132",1,1
"ASV7135",1,1
"ASV7136",1,1
"ASV7137",1,1
"ASV7139",1,1
"ASV714",1,1
"ASV7140",1,1
"ASV7141",1,1
"ASV7142",1,1
"ASV7143",1,1
"ASV7144",1,1
"ASV7145",1,1
"ASV7146",1,1
"ASV7147",1,1
"ASV7148",1,1
"ASV7149",1,1
"ASV7150",1,1
"ASV7151",1,1
"ASV7152",1,1
"ASV7153",1,1
"ASV7154",1,1
"ASV7155",1,1
"ASV7156",1,1
"ASV7157",1,1
"ASV7158",1,1
"ASV7159",1,1
"ASV7160",1,1
"ASV7161",1,1
"ASV7162",1,1
"ASV7163",1,1
"ASV7164",1,1
"ASV7165",1,1
"ASV7166",1,1
"ASV7167",1,1
"ASV7168",1,1
"ASV7169",1,1
"ASV717",1,1
"ASV7171",1,1
"ASV7172",1,1
"ASV7173",1,1
"ASV7174",1,1
"ASV7175",1,1
"ASV7176",1,1
"ASV7177",1,1
"ASV7178",1,1
"ASV718",1,1
"ASV7180",1,1
"ASV7181",1,1
"ASV7182",1,1
"ASV7183",1,1
"ASV7184",1,1
"ASV7185",1,1
"ASV7186",1,1
"ASV7188",1,1
"ASV7189",1,1
"ASV719",1,1
"ASV7190",1,1
"ASV7191",1,1
"ASV7192",1,1
"ASV7193",1,1
"ASV7194",1,1
"ASV7195",1,1
"ASV7196",1,1
"ASV7197",1,1
"ASV7198",1,1
"ASV7199",1,1
"ASV72",1,1
"ASV720",1,1
"ASV7200",1,1
"ASV7201",1,1
"ASV7202",1,1
"ASV7203",1,1
"ASV7205",1,1
"ASV7207",1,1
"ASV7208",1,1
"ASV7209",1,1
"ASV7210",1,1
"ASV7211",1,1
"ASV7212",1,1
"ASV7213",1,1
"ASV7214",1,1
"ASV7215",1,1
"ASV7217",1,1
"ASV7218",1,1
"ASV7219",1,1
"ASV722",1,1
"ASV7220",1,1
"ASV7222",1,1
"ASV7223",1,1
"ASV7224",1,1
"ASV7225",1,1
"ASV7226",1,1
"ASV7227",1,1
"ASV7228",1,1
"ASV7229",1,1
"ASV7230",1,1
"ASV7231",1,1
"ASV7232",1,1
"ASV7233",1,1
"ASV7234",1,1
"ASV7235",1,1
"ASV7236",1,1
"ASV7237",1,1
"ASV7238",1,1
"ASV7239",1,1
"ASV724",1,1
"ASV7240",1,1
"ASV7241",1,1
"ASV7242",1,1
"ASV7243",1,1
"ASV7244",1,1
"ASV7245",1,1
"ASV7246",1,1
"ASV7247",1,1
"ASV7249",1,1
"ASV7250",1,1
"ASV7251",1,1
"ASV7252",1,1
"ASV7253",1,1
"ASV7255",1,1
"ASV7256",1,1
"ASV7257",1,1
"ASV7258",1,1
"ASV7259",1,1
"ASV726",1,1
"ASV7260",1,1
"ASV7261",1,1
"ASV7262",1,1
"ASV7263",1,1
"ASV7264",1,1
"ASV7265",1,1
"ASV7266",1,1
"ASV7268",1,1
"ASV7269",1,1
"ASV727",1,1
"ASV7270",1,1
"ASV7271",1,1
"ASV7272",1,1
"ASV7273",1,1
"ASV7274",1,1
"ASV7275",1,1
"ASV7276",1,1
"ASV7277",1,1
"ASV7278",1,1
"ASV7279",1,1
"ASV728",1,1
"ASV7280",1,1
"ASV7281",1,1
"ASV7282",1,1
"ASV7283",1,1
"ASV7284",1,1
"ASV7285",1,1
"ASV7286",1,1
"ASV7287",1,1
"ASV7288",1,1
"ASV7289",1,1
"ASV729",1,1
"ASV7290",1,1
"ASV7291",1,1
"ASV7292",1,1
"ASV7293",1,1
"ASV7294",1,1
"ASV7295",1,1
"ASV7296",1,1
"ASV7297",1,1
"ASV7298",1,1
"ASV7299",1,1
"ASV730",1,1
"ASV7300",1,1
"ASV7301",1,1
"ASV7302",1,1
"ASV7303",1,1
"ASV7304",1,1
"ASV7305",1,1
"ASV7306",1,1
"ASV7307",1,1
"ASV7308",1,1
"ASV7309",1,1
"ASV731",1,1
"ASV7310",1,1
"ASV7311",1,1
"ASV7313",1,1
"ASV7314",1,1
"ASV7315",1,1
"ASV7316",1,1
"ASV7317",1,1
"ASV7318",1,1
"ASV7319",1,1
"ASV732",1,1
"ASV7320",1,1
"ASV7321",1,1
"ASV7322",1,1
"ASV7323",1,1
"ASV7324",1,1
"ASV7325",1,1
"ASV7326",1,1
"ASV7327",1,1
"ASV7328",1,1
"ASV7329",1,1
"ASV733",1,1
"ASV7330",1,1
"ASV7331",1,1
"ASV7332",1,1
"ASV7333",1,1
"ASV7334",1,1
"ASV7335",1,1
"ASV7336",1,1
"ASV7337",1,1
"ASV7338",1,1
"ASV7339",1,1
"ASV7340",1,1
"ASV7341",1,1
"ASV7342",1,1
"ASV7343",1,1
"ASV7348",1,1
"ASV7349",1,1
"ASV735",1,1
"ASV7350",1,1
"ASV7351",1,1
"ASV7352",1,1
"ASV7353",1,1
"ASV7354",1,1
"ASV7355",1,1
"ASV7358",1,1
"ASV7359",1,1
"ASV736",1,1
"ASV7360",1,1
"ASV7361",1,1
"ASV7364",1,1
"ASV7365",1,1
"ASV7366",1,1
"ASV7368",1,1
"ASV7369",1,1
"ASV7370",1,1
"ASV7371",1,1
"ASV7372",1,1
"ASV7373",1,1
"ASV7374",1,1
"ASV7376",1,1
"ASV7379",1,1
"ASV738",1,1
"ASV7380",1,1
"ASV7381",1,1
"ASV7382",1,1
"ASV7383",1,1
"ASV7385",1,1
"ASV7386",1,1
"ASV7387",1,1
"ASV7388",1,1
"ASV739",1,1
"ASV7390",1,1
"ASV7391",1,1
"ASV7392",1,1
"ASV7393",1,1
"ASV7394",1,1
"ASV7395",1,1
"ASV7396",1,1
"ASV7397",1,1
"ASV7398",1,1
"ASV7399",1,1
"ASV74",1,1
"ASV740",1,1
"ASV7400",1,1
"ASV7401",1,1
"ASV7402",1,1
"ASV7403",1,1
"ASV7404",1,1
"ASV7405",1,1
"ASV7406",1,1
"ASV7407",1,1
"ASV7408",1,1
"ASV7409",1,1
"ASV7410",1,1
"ASV7411",1,1
"ASV7413",1,1
"ASV7414",1,1
"ASV7415",1,1
"ASV7416",1,1
"ASV7417",1,1
"ASV7418",1,1
"ASV742",1,1
"ASV7420",1,1
"ASV7421",1,1
"ASV7422",1,1
"ASV7423",1,1
"ASV7424",1,1
"ASV7425",1,1
"ASV7426",1,1
"ASV7428",1,1
"ASV7429",1,1
"ASV743",1,1
"ASV7430",1,1
"ASV7431",1,1
"ASV7432",1,1
"ASV7433",1,1
"ASV7435",1,1
"ASV7436",1,1
"ASV7437",1,1
"ASV7438",1,1
"ASV7439",1,1
"ASV7440",1,1
"ASV7441",1,1
"ASV7442",1,1
"ASV7443",1,1
"ASV7444",1,1
"ASV7445",1,1
"ASV7446",1,1
"ASV7447",1,1
"ASV7448",1,1
"ASV745",1,1
"ASV7450",1,1
"ASV7451",1,1
"ASV7452",1,1
"ASV7453",1,1
"ASV7454",1,1
"ASV7455",1,1
"ASV7456",1,1
"ASV7457",1,1
"ASV7459",1,1
"ASV746",1,1
"ASV7460",1,1
"ASV7461",1,1
"ASV7462",1,1
"ASV7463",1,1
"ASV7464",1,1
"ASV7465",1,1
"ASV7466",1,1
"ASV7467",1,1
"ASV747",1,1
"ASV7470",1,1
"ASV7471",1,1
"ASV7472",1,1
"ASV7473",1,1
"ASV7474",1,1
"ASV7475",1,1
"ASV7476",1,1
"ASV7477",1,1
"ASV7478",1,1
"ASV7479",1,1
"ASV748",1,1
"ASV7480",1,1
"ASV7481",1,1
"ASV7482",1,1
"ASV7483",1,1
"ASV7485",1,1
"ASV7486",1,1
"ASV7487",1,1
"ASV7488",1,1
"ASV7489",1,1
"ASV749",1,1
"ASV7490",1,1
"ASV7491",1,1
"ASV7492",1,1
"ASV7493",1,1
"ASV7495",1,1
"ASV7496",1,1
"ASV7497",1,1
"ASV7499",1,1
"ASV75",NA,NA
"ASV7500",1,1
"ASV7501",1,1
"ASV7502",1,1
"ASV7503",1,1
"ASV7504",1,1
"ASV751",1,1
"ASV752",NA,NA
"ASV754",1,1
"ASV755",NA,NA
"ASV756",1,1
"ASV759",1,1
"ASV76",1,1
"ASV760",NA,NA
"ASV761",1,1
"ASV762",1,1
"ASV763",1,1
"ASV764",1,1
"ASV765",1,1
"ASV766",1,1
"ASV768",1,1
"ASV769",1,1
"ASV77",1,1
"ASV771",1,1
"ASV772",1,1
"ASV773",1,1
"ASV776",1,1
"ASV777",1,1
"ASV778",NA,NA
"ASV779",1,1
"ASV78",1,1
"ASV780",1,1
"ASV781",NA,NA
"ASV782",1,1
"ASV784",NA,NA
"ASV787",1,1
"ASV788",1,1
"ASV789",1,1
"ASV79",1,1
"ASV790",1,1
"ASV791",1,1
"ASV792",1,1
"ASV793",1,1
"ASV794",1,1
"ASV796",1,1
"ASV798",1,1
"ASV799",1,1
"ASV80",1,1
"ASV800",1,1
"ASV801",1,1
"ASV802",1,1
"ASV803",1,1
"ASV805",1,1
"ASV806",1,1
"ASV81",1,1
"ASV811",1,1
"ASV812",1,1
"ASV813",1,1
"ASV814",1,1
"ASV815",1,1
"ASV816",1,1
"ASV818",1,1
"ASV819",1,1
"ASV82",1,1
"ASV822",1,1
"ASV826",1,1
"ASV827",1,1
"ASV828",1,1
"ASV829",1,1
"ASV83",1,1
"ASV830",1,1
"ASV831",NA,NA
"ASV832",1,1
"ASV836",1,1
"ASV837",NA,NA
"ASV84",1,1
"ASV840",1,1
"ASV841",1,1
"ASV842",NA,NA
"ASV844",1,1
"ASV846",1,1
"ASV847",1,1
"ASV849",1,1
"ASV85",NA,NA
"ASV850",1,1
"ASV851",1,1
"ASV853",1,1
"ASV854",1,1
"ASV856",1,1
"ASV857",1,1
"ASV858",1,1
"ASV859",1,1
"ASV860",1,1
"ASV861",1,1
"ASV862",1,1
"ASV863",1,1
"ASV864",1,1
"ASV866",NA,NA
"ASV867",1,1
"ASV868",NA,NA
"ASV869",NA,NA
"ASV87",1,1
"ASV870",1,1
"ASV871",1,1
"ASV872",1,1
"ASV873",1,1
"ASV874",1,1
"ASV875",1,1
"ASV876",1,1
"ASV877",1,1
"ASV878",1,1
"ASV879",1,1
"ASV88",1,1
"ASV880",1,1
"ASV883",1,1
"ASV884",NA,NA
"ASV886",1,1
"ASV888",1,1
"ASV889",1,1
"ASV890",1,1
"ASV891",1,1
"ASV892",1,1
"ASV893",NA,NA
"ASV894",1,1
"ASV895",1,1
"ASV896",1,1
"ASV897",1,1
"ASV898",1,1
"ASV899",1,1
"ASV90",1,1
"ASV902",1,1
"ASV903",1,1
"ASV904",1,1
"ASV905",1,1
"ASV907",1,1
"ASV908",NA,NA
"ASV909",1,1
"ASV91",1,1
"ASV910",1,1
"ASV912",NA,NA
"ASV913",1,1
"ASV915",NA,NA
"ASV916",NA,NA
"ASV917",1,1
"ASV918",1,1
"ASV919",1,1
"ASV920",1,1
"ASV921",1,1
"ASV922",1,1
"ASV923",1,1
"ASV924",1,1
"ASV927",1,1
"ASV928",1,1
"ASV929",1,1
"ASV93",1,1
"ASV930",1,1
"ASV931",1,1
"ASV932",1,1
"ASV934",1,1
"ASV935",1,1
"ASV936",1,1
"ASV937",NA,NA
"ASV938",1,1
"ASV939",1,1
"ASV94",1,1
"ASV940",1,1
"ASV941",1,1
"ASV945",1,1
"ASV946",1,1
"ASV947",1,1
"ASV948",1,1
"ASV95",NA,NA
"ASV950",1,1
"ASV951",1,1
"ASV953",1,1
"ASV955",1,1
"ASV956",1,1
"ASV957",1,1
"ASV958",1,1
"ASV959",1,1
"ASV96",1,1
"ASV960",1,1
"ASV961",1,1
"ASV962",1,1
"ASV963",1,1
"ASV965",1,1
"ASV966",NA,NA
"ASV967",1,1
"ASV969",1,1
"ASV970",1,1
"ASV971",1,1
"ASV972",1,1
"ASV973",NA,NA
"ASV975",1,1
"ASV977",1,1
"ASV979",1,1
"ASV980",NA,NA
"ASV981",1,1
"ASV982",NA,NA
"ASV983",1,1
"ASV984",NA,NA
"ASV985",1,1
"ASV986",NA,NA
"ASV987",1,1
"ASV989",1,1
"ASV990",1,1
"ASV991",1,1
"ASV994",1,1
"ASV995",1,1
"ASV997",1,1
"ASV998",1,1
